OFFICE,QUARTER,PROGRAM,CATEGORY,AMOUNT
2018 HON. SALUD O. CARBAJAL,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11012.68
2018 HON. SALUD O. CARBAJAL,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,242600.05
2018 HON. SALUD O. CARBAJAL,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15687.69
2018 HON. SALUD O. CARBAJAL,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28759.52
2018 HON. SALUD O. CARBAJAL,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6088.89
2018 HON. SALUD O. CARBAJAL,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23424.57
2018 HON. SAM GRAVES,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1654.32
2018 HON. SAM GRAVES,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16310.55
2018 HON. SAM GRAVES,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10580
2018 HON. SAM GRAVES,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,228246.29
2018 HON. SAM GRAVES,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,14061.2
2018 HON. SAM GRAVES,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27583.35
2018 HON. SAM GRAVES,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2383.71
2018 HON. SAM GRAVES,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17372.19
2018 HON. SAM JOHNSON,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1176
2018 HON. SAM JOHNSON,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,432.88
2018 HON. SAM JOHNSON,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5415
2018 HON. SAM JOHNSON,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,282450.01
2018 HON. SAM JOHNSON,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,254.31
2018 HON. SAM JOHNSON,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15728.99
2018 HON. SAM JOHNSON,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4431.95
2018 HON. SAM JOHNSON,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31790.6
2018 HON. SANDER M. LEVIN,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1191
2018 HON. SANDER M. LEVIN,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,107.22
2018 HON. SANDER M. LEVIN,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5385
2018 HON. SANDER M. LEVIN,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,264503.73
2018 HON. SANDER M. LEVIN,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15
2018 HON. SANDER M. LEVIN,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25637.75
2018 HON. SANDER M. LEVIN,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,740.15
2018 HON. SANDER M. LEVIN,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5065.43
2018 HON. SANFORD D. BISHOP  JR.,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1372.8
2018 HON. SANFORD D. BISHOP  JR.,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,223.6
2018 HON. SANFORD D. BISHOP  JR.,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8040
2018 HON. SANFORD D. BISHOP  JR.,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,238327.91
2018 HON. SANFORD D. BISHOP  JR.,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,885.93
2018 HON. SANFORD D. BISHOP  JR.,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32356.75
2018 HON. SANFORD D. BISHOP  JR.,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2350.63
2018 HON. SANFORD D. BISHOP  JR.,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18469.32
2018 HON. SCOTT DESJARLAIS,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5943.73
2018 HON. SCOTT DESJARLAIS,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16508.99
2018 HON. SCOTT DESJARLAIS,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6607.65
2018 HON. SCOTT DESJARLAIS,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,177259.98
2018 HON. SCOTT DESJARLAIS,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20182.05
2018 HON. SCOTT DESJARLAIS,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,42400.07
2018 HON. SCOTT DESJARLAIS,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6178.52
2018 HON. SCOTT DESJARLAIS,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17975.82
2018 HON. SCOTT H. PETERS,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,15626.03
2018 HON. SCOTT H. PETERS,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5483.16
2018 HON. SCOTT H. PETERS,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5640
2018 HON. SCOTT H. PETERS,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,209956.61
2018 HON. SCOTT H. PETERS,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2641.63
2018 HON. SCOTT H. PETERS,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26994.07
2018 HON. SCOTT H. PETERS,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3095.88
2018 HON. SCOTT H. PETERS,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16847.61
2018 HON. SCOTT PERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,787.59
2018 HON. SCOTT PERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,310.78
2018 HON. SCOTT PERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7091.72
2018 HON. SCOTT PERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,254336.37
2018 HON. SCOTT PERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,73.86
2018 HON. SCOTT PERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36131.49
2018 HON. SCOTT PERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2953.57
2018 HON. SCOTT PERRY,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4955.32
2018 HON. SCOTT R. TIPTON,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,820.26
2018 HON. SCOTT R. TIPTON,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6958.08
2018 HON. SCOTT R. TIPTON,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10005
2018 HON. SCOTT R. TIPTON,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,219294.87
2018 HON. SCOTT R. TIPTON,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6133.07
2018 HON. SCOTT R. TIPTON,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24722.89
2018 HON. SCOTT R. TIPTON,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2204.41
2018 HON. SCOTT R. TIPTON,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25227.32
2018 HON. SCOTT TAYLOR,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1080.51
2018 HON. SCOTT TAYLOR,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5434.06
2018 HON. SCOTT TAYLOR,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5685
2018 HON. SCOTT TAYLOR,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,243341.65
2018 HON. SCOTT TAYLOR,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4478.22
2018 HON. SCOTT TAYLOR,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22999.82
2018 HON. SCOTT TAYLOR,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2886.01
2018 HON. SCOTT TAYLOR,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12691.44
2018 HON. SEAN P. DUFFY,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1176
2018 HON. SEAN P. DUFFY,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,74081.7
2018 HON. SEAN P. DUFFY,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10570.12
2018 HON. SEAN P. DUFFY,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,223326.08
2018 HON. SEAN P. DUFFY,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,58457.93
2018 HON. SEAN P. DUFFY,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,31950.33
2018 HON. SEAN P. DUFFY,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6101.69
2018 HON. SEAN P. DUFFY,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23729.88
2018 HON. SEAN PATRICK MALONEY,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,137
2018 HON. SEAN PATRICK MALONEY,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,918.51
2018 HON. SEAN PATRICK MALONEY,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6708.24
2018 HON. SEAN PATRICK MALONEY,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,238291.67
2018 HON. SEAN PATRICK MALONEY,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1910.63
2018 HON. SEAN PATRICK MALONEY,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21548.13
2018 HON. SEAN PATRICK MALONEY,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3850.67
2018 HON. SEAN PATRICK MALONEY,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6617.53
2018 HON. SETH MOULTON,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3425.05
2018 HON. SETH MOULTON,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,470.04
2018 HON. SETH MOULTON,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6444.53
2018 HON. SETH MOULTON,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,277758.14
2018 HON. SETH MOULTON,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,981.6
2018 HON. SETH MOULTON,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18153.27
2018 HON. SETH MOULTON,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3846.84
2018 HON. SETH MOULTON,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14896.3
2018 HON. SHEILA JACKSON LEE,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,837
2018 HON. SHEILA JACKSON LEE,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,126.77
2018 HON. SHEILA JACKSON LEE,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,28805.27
2018 HON. SHEILA JACKSON LEE,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,200422.26
2018 HON. SHEILA JACKSON LEE,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,9775.25
2018 HON. SHEILA JACKSON LEE,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,40248.31
2018 HON. SHEILA JACKSON LEE,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9782.06
2018 HON. SHEILA JACKSON LEE,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21034.93
2018 HON. STACEY PLASKETT,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2716.58
2018 HON. STACEY PLASKETT,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6681.34
2018 HON. STACEY PLASKETT,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14592.24
2018 HON. STACEY PLASKETT,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,202246.05
2018 HON. STACEY PLASKETT,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4001.54
2018 HON. STACEY PLASKETT,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,40480.29
2018 HON. STACEY PLASKETT,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3269.02
2018 HON. STACEY PLASKETT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,37252.13
2018 HON. STENY H. HOYER,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,681
2018 HON. STENY H. HOYER,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,333.96
2018 HON. STENY H. HOYER,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12824.88
2018 HON. STENY H. HOYER,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,241359.65
2018 HON. STENY H. HOYER,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,366.1
2018 HON. STENY H. HOYER,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,34388.79
2018 HON. STENY H. HOYER,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3967.91
2018 HON. STENY H. HOYER,Q2,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,720
2018 HON. STENY H. HOYER,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1506.93
2018 HON. STEPHANIE N. MURPHY,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1839.78
2018 HON. STEPHANIE N. MURPHY,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,41644.5
2018 HON. STEPHANIE N. MURPHY,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10291.8
2018 HON. STEPHANIE N. MURPHY,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,221613.17
2018 HON. STEPHANIE N. MURPHY,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,56896.16
2018 HON. STEPHANIE N. MURPHY,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44144.31
2018 HON. STEPHANIE N. MURPHY,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2513.68
2018 HON. STEPHANIE N. MURPHY,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10768.32
2018 HON. STEPHEN F. LYNCH,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,162
2018 HON. STEPHEN F. LYNCH,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,142.13
2018 HON. STEPHEN F. LYNCH,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. STEPHEN F. LYNCH,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,265154.76
2018 HON. STEPHEN F. LYNCH,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,144
2018 HON. STEPHEN F. LYNCH,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36045.44
2018 HON. STEPHEN F. LYNCH,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3913.4
2018 HON. STEPHEN F. LYNCH,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4485.62
2018 HON. STEPHEN KNIGHT,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,838.22
2018 HON. STEPHEN KNIGHT,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,983.15
2018 HON. STEPHEN KNIGHT,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8355
2018 HON. STEPHEN KNIGHT,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,204374.96
2018 HON. STEPHEN KNIGHT,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1127.3
2018 HON. STEPHEN KNIGHT,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,33089.97
2018 HON. STEPHEN KNIGHT,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3516.32
2018 HON. STEPHEN KNIGHT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8278.89
2018 HON. STEVAN PEARCE,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,894.99
2018 HON. STEVAN PEARCE,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1091.59
2018 HON. STEVAN PEARCE,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6650
2018 HON. STEVAN PEARCE,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,216501.75
2018 HON. STEVAN PEARCE,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2985.95
2018 HON. STEVAN PEARCE,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18710.42
2018 HON. STEVAN PEARCE,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1627.83
2018 HON. STEVAN PEARCE,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,52424.25
2018 HON. STEVE CHABOT,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,829.5
2018 HON. STEVE CHABOT,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,378.04
2018 HON. STEVE CHABOT,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5355
2018 HON. STEVE CHABOT,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,225160.52
2018 HON. STEVE CHABOT,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,445.99
2018 HON. STEVE CHABOT,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27013.41
2018 HON. STEVE CHABOT,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2001.14
2018 HON. STEVE CHABOT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5794.65
2018 HON. STEVE COHEN,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,156
2018 HON. STEVE COHEN,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6212.3
2018 HON. STEVE COHEN,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9147.6
2018 HON. STEVE COHEN,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,252011.58
2018 HON. STEVE COHEN,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4370.47
2018 HON. STEVE COHEN,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28019.94
2018 HON. STEVE COHEN,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1812.31
2018 HON. STEVE COHEN,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5500.49
2018 HON. STEVE KING,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2092.16
2018 HON. STEVE KING,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,646.67
2018 HON. STEVE KING,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6155.05
2018 HON. STEVE KING,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,236915.57
2018 HON. STEVE KING,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,119.85
2018 HON. STEVE KING,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21044.85
2018 HON. STEVE KING,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7865.76
2018 HON. STEVE KING,Q2,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,0
2018 HON. STEVE KING,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,30760.54
2018 HON. STEVE RUSSELL,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,234.82
2018 HON. STEVE RUSSELL,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,222.76
2018 HON. STEVE RUSSELL,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7490
2018 HON. STEVE RUSSELL,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,231130.64
2018 HON. STEVE RUSSELL,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,350.26
2018 HON. STEVE RUSSELL,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14680.43
2018 HON. STEVE RUSSELL,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2240.12
2018 HON. STEVE RUSSELL,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9339.57
2018 HON. STEVE SCALISE,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588
2018 HON. STEVE SCALISE,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,125.09
2018 HON. STEVE SCALISE,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13355
2018 HON. STEVE SCALISE,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,239235.67
2018 HON. STEVE SCALISE,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,576.33
2018 HON. STEVE SCALISE,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,35173.97
2018 HON. STEVE SCALISE,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9777.39
2018 HON. STEVE SCALISE,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,37632.66
2018 HON. STEVE STIVERS,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3929.66
2018 HON. STEVE STIVERS,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11135.92
2018 HON. STEVE STIVERS,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6075
2018 HON. STEVE STIVERS,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,191822.56
2018 HON. STEVE STIVERS,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20294.23
2018 HON. STEVE STIVERS,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19855.3
2018 HON. STEVE STIVERS,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4253.7
2018 HON. STEVE STIVERS,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17639.31
2018 HON. STEVE WOMACK,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2591.95
2018 HON. STEVE WOMACK,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2497.87
2018 HON. STEVE WOMACK,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6723.72
2018 HON. STEVE WOMACK,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,208197.21
2018 HON. STEVE WOMACK,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1491.62
2018 HON. STEVE WOMACK,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21292.07
2018 HON. STEVE WOMACK,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4940.21
2018 HON. STEVE WOMACK,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15706.46
2018 HON. STEVEN M. PALAZZO,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1066.02
2018 HON. STEVEN M. PALAZZO,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1539.28
2018 HON. STEVEN M. PALAZZO,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7373.93
2018 HON. STEVEN M. PALAZZO,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,198770.53
2018 HON. STEVEN M. PALAZZO,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,25886.42
2018 HON. STEVEN M. PALAZZO,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24008.25
2018 HON. STEVEN M. PALAZZO,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7268.36
2018 HON. STEVEN M. PALAZZO,Q2,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,51
2018 HON. STEVEN M. PALAZZO,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17453.12
2018 HON. SUSAN A. DAVIS,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2742.12
2018 HON. SUSAN A. DAVIS,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,724.04
2018 HON. SUSAN A. DAVIS,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12850
