OFFICE,QUARTER,PROGRAM,CATEGORY,AMOUNT
2018 HON. PAUL MITCHELL,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1559.58
2018 HON. PAUL MITCHELL,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,15345.06
2018 HON. PAUL MITCHELL,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9952.5
2018 HON. PAUL MITCHELL,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,212880.5
2018 HON. PAUL MITCHELL,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2755.7
2018 HON. PAUL MITCHELL,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13492.08
2018 HON. PAUL MITCHELL,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1177.48
2018 HON. PAUL MITCHELL,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11818.97
2018 HON. PETE AGUILAR,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1392.03
2018 HON. PETE AGUILAR,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3690.14
2018 HON. PETE AGUILAR,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10615.22
2018 HON. PETE AGUILAR,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,232000.02
2018 HON. PETE AGUILAR,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16595.01
2018 HON. PETE AGUILAR,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,46375.55
2018 HON. PETE AGUILAR,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6677.92
2018 HON. PETE AGUILAR,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26345.13
2018 HON. PETE OLSON,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,0
2018 HON. PETE OLSON,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22515.87
2018 HON. PETE OLSON,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6477
2018 HON. PETE OLSON,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,218881.9
2018 HON. PETE OLSON,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20788.07
2018 HON. PETE OLSON,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28978.28
2018 HON. PETE OLSON,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3818.95
2018 HON. PETE OLSON,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19740.93
2018 HON. PETE SESSIONS,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2769.36
2018 HON. PETE SESSIONS,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4898.09
2018 HON. PETE SESSIONS,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7675.29
2018 HON. PETE SESSIONS,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,248055.54
2018 HON. PETE SESSIONS,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,22223.87
2018 HON. PETE SESSIONS,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22492.86
2018 HON. PETE SESSIONS,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8918.22
2018 HON. PETE SESSIONS,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13170.45
2018 HON. PETER A. DEFAZIO,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,795.16
2018 HON. PETER A. DEFAZIO,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,40820.16
2018 HON. PETER A. DEFAZIO,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6022.71
2018 HON. PETER A. DEFAZIO,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,256718.36
2018 HON. PETER A. DEFAZIO,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,43464.62
2018 HON. PETER A. DEFAZIO,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21778.17
2018 HON. PETER A. DEFAZIO,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1330
2018 HON. PETER A. DEFAZIO,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13938.97
2018 HON. PETER J. ROSKAM,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,554.17
2018 HON. PETER J. ROSKAM,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,71394.71
2018 HON. PETER J. ROSKAM,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. PETER J. ROSKAM,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,232763.89
2018 HON. PETER J. ROSKAM,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,68024.08
2018 HON. PETER J. ROSKAM,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17187.71
2018 HON. PETER J. ROSKAM,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2556.52
2018 HON. PETER J. ROSKAM,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5803.77
2018 HON. PETER J. VISCLOSKY,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1000.89
2018 HON. PETER J. VISCLOSKY,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3847.33
2018 HON. PETER J. VISCLOSKY,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6750
2018 HON. PETER J. VISCLOSKY,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,228081.66
2018 HON. PETER J. VISCLOSKY,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,12.9
2018 HON. PETER J. VISCLOSKY,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20892.58
2018 HON. PETER J. VISCLOSKY,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4668.55
2018 HON. PETER J. VISCLOSKY,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5625.3
2018 HON. PETER T.  KING,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2508.24
2018 HON. PETER T.  KING,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,59862.6
2018 HON. PETER T.  KING,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7140
2018 HON. PETER T.  KING,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,180867.01
2018 HON. PETER T.  KING,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,50883.4
2018 HON. PETER T.  KING,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28151.86
2018 HON. PETER T.  KING,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4090.51
2018 HON. PETER T.  KING,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5399.64
2018 HON. PETER WELCH,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,720
2018 HON. PETER WELCH,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,777.87
2018 HON. PETER WELCH,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6545.8
2018 HON. PETER WELCH,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,235788.79
2018 HON. PETER WELCH,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,11523.85
2018 HON. PETER WELCH,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20520.04
2018 HON. PETER WELCH,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3258.82
2018 HON. PETER WELCH,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11883.27
2018 HON. PRAMILA JAYAPAL,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2906.28
2018 HON. PRAMILA JAYAPAL,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,265.43
2018 HON. PRAMILA JAYAPAL,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4470
2018 HON. PRAMILA JAYAPAL,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,268483.34
2018 HON. PRAMILA JAYAPAL,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1197.42
2018 HON. PRAMILA JAYAPAL,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30110.75
2018 HON. PRAMILA JAYAPAL,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2987.93
2018 HON. PRAMILA JAYAPAL,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17896.82
2018 HON. RAJA KRISHNAMOORTHI,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588.62
2018 HON. RAJA KRISHNAMOORTHI,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,37064.3
2018 HON. RAJA KRISHNAMOORTHI,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5355
2018 HON. RAJA KRISHNAMOORTHI,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,207516.65
2018 HON. RAJA KRISHNAMOORTHI,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,58105.01
2018 HON. RAJA KRISHNAMOORTHI,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17260.96
2018 HON. RAJA KRISHNAMOORTHI,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4371.66
2018 HON. RAJA KRISHNAMOORTHI,Q3,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,900
2018 HON. RAJA KRISHNAMOORTHI,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10036.12
2018 HON. RALPH ABRAHAM,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1862.2
2018 HON. RALPH ABRAHAM,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,27054.09
2018 HON. RALPH ABRAHAM,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6646.26
2018 HON. RALPH ABRAHAM,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,241770.84
2018 HON. RALPH ABRAHAM,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13192.32
2018 HON. RALPH ABRAHAM,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22944.76
2018 HON. RALPH ABRAHAM,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6180.37
2018 HON. RALPH ABRAHAM,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40851.03
2018 HON. RALPH NORMAN,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,719.4
2018 HON. RALPH NORMAN,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,32460.95
2018 HON. RALPH NORMAN,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10200
2018 HON. RALPH NORMAN,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,177586.15
2018 HON. RALPH NORMAN,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,14492.25
2018 HON. RALPH NORMAN,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38933.48
2018 HON. RALPH NORMAN,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3664.54
2018 HON. RALPH NORMAN,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11349.33
2018 HON. RANDY HULTGREN,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1877.13
2018 HON. RANDY HULTGREN,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,64052.16
2018 HON. RANDY HULTGREN,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10238
2018 HON. RANDY HULTGREN,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,230194.35
2018 HON. RANDY HULTGREN,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,111570.73
2018 HON. RANDY HULTGREN,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17111.34
2018 HON. RANDY HULTGREN,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3337.58
2018 HON. RANDY HULTGREN,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14671.9
2018 HON. RANDY K. WEBER  SR.,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,0
2018 HON. RANDY K. WEBER  SR.,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22056.56
2018 HON. RANDY K. WEBER  SR.,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6055
2018 HON. RANDY K. WEBER  SR.,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,251116.66
2018 HON. RANDY K. WEBER  SR.,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15443.2
2018 HON. RANDY K. WEBER  SR.,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,34086.32
2018 HON. RANDY K. WEBER  SR.,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2929.32
2018 HON. RANDY K. WEBER  SR.,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7459.76
2018 HON. RAUL M. GRIJALVA,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,240
2018 HON. RAUL M. GRIJALVA,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1037.94
2018 HON. RAUL M. GRIJALVA,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7722
2018 HON. RAUL M. GRIJALVA,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,246763.88
2018 HON. RAUL M. GRIJALVA,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,351.2
2018 HON. RAUL M. GRIJALVA,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23505.52
2018 HON. RAUL M. GRIJALVA,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6104.46
2018 HON. RAUL M. GRIJALVA,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11653.99
2018 HON. RAUL R. LABRADOR,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1482.81
2018 HON. RAUL R. LABRADOR,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,445.19
2018 HON. RAUL R. LABRADOR,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5308.75
2018 HON. RAUL R. LABRADOR,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,267576.12
2018 HON. RAUL R. LABRADOR,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,425.86
2018 HON. RAUL R. LABRADOR,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21108.11
2018 HON. RAUL R. LABRADOR,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,720.94
2018 HON. RAUL R. LABRADOR,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19121.96
2018 HON. RAUL RUIZ,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,511
2018 HON. RAUL RUIZ,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,25959.79
2018 HON. RAUL RUIZ,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10414.47
2018 HON. RAUL RUIZ,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,238178.31
2018 HON. RAUL RUIZ,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,40911.07
2018 HON. RAUL RUIZ,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,40568.1
2018 HON. RAUL RUIZ,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,-717.02
2018 HON. RAUL RUIZ,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17386.02
2018 HON. RICHARD HUDSON,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16357
2018 HON. RICHARD HUDSON,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3557.57
2018 HON. RICHARD HUDSON,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,219166.65
2018 HON. RICHARD HUDSON,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,59456.97
2018 HON. RICHARD HUDSON,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25890.08
2018 HON. RICHARD HUDSON,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3188.75
2018 HON. RICHARD HUDSON,Q3,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,0
2018 HON. RICHARD HUDSON,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6820.04
2018 HON. RICHARD M. NOLAN,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,702.62
2018 HON. RICHARD M. NOLAN,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,383.46
2018 HON. RICHARD M. NOLAN,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. RICHARD M. NOLAN,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,249036.04
2018 HON. RICHARD M. NOLAN,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,45.49
2018 HON. RICHARD M. NOLAN,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13031.66
2018 HON. RICHARD M. NOLAN,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,936.57
2018 HON. RICHARD M. NOLAN,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9818.58
2018 HON. RICHARD R. NEAL,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5719.24
2018 HON. RICHARD R. NEAL,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1817.04
2018 HON. RICHARD R. NEAL,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12802.93
2018 HON. RICHARD R. NEAL,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,242740.01
2018 HON. RICHARD R. NEAL,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1158.1
2018 HON. RICHARD R. NEAL,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30027.66
2018 HON. RICHARD R. NEAL,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2523.93
2018 HON. RICHARD R. NEAL,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7035.48
2018 HON. RICK LARSEN,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,300
2018 HON. RICK LARSEN,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1131.59
2018 HON. RICK LARSEN,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. RICK LARSEN,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,221750.01
2018 HON. RICK LARSEN,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,413.37
2018 HON. RICK LARSEN,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26014.18
2018 HON. RICK LARSEN,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,933.39
2018 HON. RICK LARSEN,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10047.2
2018 HON. RICK W. ALLEN,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2276.05
2018 HON. RICK W. ALLEN,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,46982.58
2018 HON. RICK W. ALLEN,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5365
2018 HON. RICK W. ALLEN,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,218879.3
2018 HON. RICK W. ALLEN,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,44140.26
2018 HON. RICK W. ALLEN,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22077.35
2018 HON. RICK W. ALLEN,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1373.68
2018 HON. RICK W. ALLEN,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16495.53
2018 HON. RO KHANNA,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2432.9
2018 HON. RO KHANNA,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,440.92
2018 HON. RO KHANNA,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5531.27
2018 HON. RO KHANNA,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,244405.59
2018 HON. RO KHANNA,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1020.49
2018 HON. RO KHANNA,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18102.38
2018 HON. RO KHANNA,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5209.15
2018 HON. RO KHANNA,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6768.8
2018 HON. ROB BISHOP,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,471
2018 HON. ROB BISHOP,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,26562.32
2018 HON. ROB BISHOP,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8745.11
2018 HON. ROB BISHOP,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,198613.74
2018 HON. ROB BISHOP,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,18603.73
2018 HON. ROB BISHOP,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,11019.34
2018 HON. ROB BISHOP,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,729.64
2018 HON. ROB BISHOP,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14184.63
2018 HON. ROB WOODALL,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,840.99
2018 HON. ROB WOODALL,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,80984.67
2018 HON. ROB WOODALL,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10065
2018 HON. ROB WOODALL,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,205349.91
2018 HON. ROB WOODALL,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,69156.95
2018 HON. ROB WOODALL,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18341.82
2018 HON. ROB WOODALL,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,453.15
2018 HON. ROB WOODALL,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2409.52
2018 HON. ROBERT A. BRADY,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3201.07
2018 HON. ROBERT A. BRADY,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,125.04
2018 HON. ROBERT A. BRADY,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10230
2018 HON. ROBERT A. BRADY,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,276749.47
2018 HON. ROBERT A. BRADY,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,122.84
2018 HON. ROBERT A. BRADY,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23398.74
2018 HON. ROBERT A. BRADY,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2539.59
2018 HON. ROBERT A. BRADY,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1856.85
2018 HON. ROBERT B. ADERHOLT,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2054.25
2018 HON. ROBERT B. ADERHOLT,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2140.05
2018 HON. ROBERT B. ADERHOLT,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5385
2018 HON. ROBERT B. ADERHOLT,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,242535.15
2018 HON. ROBERT B. ADERHOLT,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,917.28
2018 HON. ROBERT B. ADERHOLT,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26248.5
2018 HON. ROBERT B. ADERHOLT,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,-47.83
2018 HON. ROBERT B. ADERHOLT,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20157
"2018 HON. ROBERT C. ""BOBBY"" SCOTT",Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,135
"2018 HON. ROBERT C. ""BOBBY"" SCOTT",Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,672.25
"2018 HON. ROBERT C. ""BOBBY"" SCOTT",Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5810
